Country,Began,Ended,Duration in Days,Dead,Displaced,Main cause,Severity *,Affected sq km,Magnitude (M)**,Longitude of Centroid X,Latitude of Centroid Y
Albania,20-Dec-97,23-Dec-97,4,0,400,Heavy rain,1,1640.67,3.817081228,19.7114,41.8429
Spain,05-Nov-97,12-Nov-97,8,33,0,Heavy rain,2,71613.68,6.059115974,-7.32497,38.6249
Vietnam,02-Nov-97,12-Nov-97,11,594,30000,Tropical cyclone,2,34008.19,5.874006199,105.641,9.71488
Portugal,29-Oct-97,02-Nov-97,5,29,50,Heavy rain,1,40357.57,5.304895013,-8.21596,39.2204
Mexico,27-Oct-97,31-Oct-97,5,8,1200,Heavy rain,1,72854.48,5.561426267,-92.2262,16.2641
Somalia,19-Oct-97,28-Nov-97,41,2000,230000,Heavy rain,2,713804.88,7.767393365,43.7102,3.64911
Greece,12-Oct-97,18-Oct-97,7,0,0,Heavy rain,1,116574.14,5.911700260,27.2944,39.6015
Brazil,15-Oct-97,22-Oct-97,8,0,21000,Heavy rain,1,465786.57,6.571276949,-52.7608,-27.4068
Columbia,14-Oct-97,16-Oct-97,3,2,15000,Heavy rain,1,5122.89,4.186636285,-74.7673,9.43645
Brazil,05-Oct-97,15-Oct-97,11,0,3600,Heavy rain,1,140125.04,6.187908435,-53.1347,-25.9956
Mexico,06-Oct-97,12-Oct-97,7,400,3000,Tropical cyclone,1,73534.35,5.711588298,-98.4104,16.8657
Spain,28-Sep-97,01-Oct-97,4,5,400,Heavy rain,1,22494.36,4.954133633,-1.19292,38.1123
Vietnam,20-Sep-97,29-Sep-97,10,28,0,Tropical cyclone,1,15921.29,5.201978253,108.01,15.9136
Morocco,28-Sep-97,29-Sep-97,2,60,0,Torrential rain,1,83476.48,5.222594123,-6.53758,32.1426
Mexico,25-Sep-97,29-Sep-97,5,12,0,Tropical cyclone,1,97067.58,5.686044207,-92.6201,15.9418
Mexico,25-Sep-97,27-Sep-97,3,0,240,Tropical cyclone,1,71560.63,5.331795410,-115.892,31.4717
Sri Lanka,13-Sep-97,17-Sep-97,5,10,5000,Heavy rain,1,11299.62,4.752033843,80.2592,6.90986
Thailand,19-Aug-97,01-Sep-97,14,46,300000,Monsoonal rain,1,43610.16,5.785715716,103.765,17.038
Afghanistan,07-Sep-97,08-Sep-97,2,30,600,Heavy rain,1,6428.1,4.109112620,70.2244,34.8425
Pakistan,12-Aug-97,03-Sep-97,23,165,836300,Monsoonal rain,2,276909.38,7.105095499,72.5263,32.3559
China,19-Aug-97,25-Aug-97,7,345,54000,Tropical cyclone,1,55174.38,5.586835502,110.884,21.6936
Morocco,24-Aug-97,26-Aug-97,3,15,0,Heavy rain,1,65146.89,5.291014943,-8.05774,32.0529
Thailand,19-Aug-97,01-Sep-97,14,46,200000,Monsoonal rain,1,31968.99,5.650856951,98.9673,9.32083
Chile,15-Aug-97,19-Aug-97,5,10,0,Heavy rain,1,224909.6,6.050977998,-69.2465,-22.673
Burma,10-Aug-97,20-Aug-97,11,100,3000,Monsoonal rain,1,70639.57,5.890440732,96.4768,17.9384
Sudan,18-Aug-97,20-Aug-97,3,0,5200,Heavy rain,1,659807.43,6.296538456,29.6279,18.3168
China,15-Aug-97,21-Aug-97,7,56,790000,Tropical cyclone,1,67369.75,5.673562976,120.262,29.9379
Philippines,15-Aug-97,23-Aug-97,9,21,265000,Tropical cyclone,1,19168.93,5.236840381,120.631,15.2748
India,08-Aug-97,14-Aug-97,7,200,0,Monsoonal rain,1,57530.65,5.604997321,77.3409,31.7905
Taiwan,16-Aug-97,22-Aug-97,7,31,0,Tropical cyclone,1,6415.04,4.652297409,121.6,24.719
USA,10-Aug-97,12-Aug-97,3,11,350,Heavy rain,1,7779.06,4.368048376,-112.602,35.7791
China,13-Aug-97,15-Aug-97,3,0,4000,Monsoonal rain,2,1368.35,3.914348447,114.116,22.3798
India,01-Aug-97,11-Aug-97,11,24,100000,Monsoonal rain,1,201818.75,6.346354197,86.2554,24.0572
China,02-Aug-97,07-Aug-97,6,65,0,Tropical cyclone,1,34586.09,5.317052718,114.815,22.6192
USA,25-Jul-97,01-Aug-97,8,5,400,Heavy rain,1,15184.9,5.084501923,-104.97,40.3845
Bangladesh,29-Jul-97,04-Aug-97,7,15,30000,Heavy rain,1,10101.18,4.849470150,91.961,22.0189
Romania,25-Jul-97,05-Aug-97,12,6,8000,Heavy rain,1,28274.91,5.530582477,23.9956,45.0709
Germany,04-Jul-97,09-Aug-97,37,0,5200,Heavy rain,2,8359.36,5.791404748,14.5282,51.8508
Bangladesh,03-Jul-97,15-Jul-97,13,100,200000,Heavy rain,1,9613.73,5.096835273,91.9783,22.3517
Poland,03-Jul-97,09-Aug-97,38,54,162500,Heavy rain,2,34953.58,6.424305256,16.7191,51.0166
Czech Republic,02-Jul-97,24-Jul-97,23,48,40000,Heavy rain,2,34986.66,6.206660316,17.1002,49.6816
Sweden,27-Jul-97,29-Jul-97,3,0,20,Heavy rain,1,4247.58,4.105262822,21.4825,65.547
China,06-Jul-97,01-Aug-97,27,287,200000,Monsoonal rain,1,832682.35,7.351843123,115.176,26.0024
Nepal,10-Jun-97,11-Jun-97,2,20,0,Monsoonal rain,1,4625.21,3.966161452,87.8099,26.9811
Somalia,02-May-97,07-May-97,6,0,1740,Heavy rain,1,27158.42,5.212055751,46.6188,3.30559
Bangladesh,14-Jun-97,20-Jun-97,7,0,4000,Heavy rain,1,10108.25,4.849774014,92.071,21.7744
Tanzania,20-Mar-97,15-Apr-97,27,61,3000,Heavy rain,1,148922.15,6.604323062,38.2344,-9.62715
USA,22-Mar-97,25-Apr-97,35,0,50000,Heavy rain,2,282467.25,7.296066142,-95.3809,45.9476
Australia,22-Mar-97,24-Mar-97,3,2,0,Tropical cyclone,1,108575.22,5.512851973,145.709,-18.0116
USA,15-Mar-97,19-Mar-97,5,4,600,Heavy rain,1,65906.03,5.517895156,-122.426,47.0502
Brazil,15-Jan-97,15-Mar-97,60,9,55000,Heavy rain,2,152482.11,7.262400139,-70.2658,-9.1371
USA,28-Feb-97,15-Mar-97,16,50,0,Heavy rain,2,179911.2,6.760208179,-84.7835,37.9384
Malawi,15-Jan-97,28-Feb-97,45,78,300000,Heavy rain,1,211803.7,6.979146056,34.85,-17.399
Palestine,22-Feb-97,26-Feb-97,5,16,0,Heavy rain,1,3610.33,4.256516904,35.229,32.165
USA,21-Feb-97,25-Feb-97,5,0,700,Rain and snowmelt,1,30332.64,5.180880215,-89.0638,41.8434
Bolivia,01-Feb-97,15-Feb-97,15,40,30000,Heavy rain,2,689139.65,7.315428493,-65.0131,-16.7329
Madagascar,20-Jan-97,26-Jan-97,7,140,63000,Tropical cyclone,2,146889.69,6.313119350,46.1824,-23.2873
Bangladesh,19-Mar-97,24-Mar-97,6,25,5000,Heavy rain,1,28272.06,5.229508704,92.1256,22.4865
USA,01-Jan-97,01-Feb-97,32,20,100000,Heavy rain,2,156686.54,7.001211664,-120.663,37.544
USA,26-Dec-96,03-Jan-97,9,10,50,Rain and snowmelt,1,272684.55,6.389903041,-122.188,46.4439
Malaysia,26-Dec-96,28-Dec-96,3,200,7000,Heavy rain,1,73244.21,5.341894554,117.312,5.51372
Spain,22-Dec-96,26-Dec-96,5,3,1800,Heavy rain,1,36920.87,5.266241930,-6.49679,37.7648
France,05-Dec-96,10-Dec-96,6,0,50,Heavy rain,1,26323.22,5.198490264,3.51066,43.359
Venezuela,03-Dec-96,05-Dec-96,3,0,10000,Heavy rain,1,181898.2,5.736949656,-65.5673,9.91226
Greece,01-Dec-96,04-Dec-96,4,5,300,Heavy rain,1,23590.12,4.974790141,25.0311,41.263
Albania,19-Nov-96,21-Nov-96,3,0,50,Heavy rain,1,1123.04,3.527516480,19.7026,41.7999
Dominican Republic,17-Nov-96,23-Nov-96,7,3,3000,Tropical cyclone,1,6750.71,4.674447492,-70.8404,19.5692
Haiti,13-Nov-96,17-Nov-96,5,18,160,Heavy rain,1,1037.99,3.715163174,-72.5452,19.7426
Egypt,13-Nov-96,25-Nov-96,13,23,1050,Heavy rain,1,37943.47,5.693080398,32.7554,25.8386
Iran,09-Nov-96,13-Nov-96,5,5,12000,Heavy rain,1,16758.37,4.923201779,53.0682,36.4069
Iceland,06-Nov-96,07-Nov-96,2,0,0,Snowmelt,1,5678.59,4.055270509,-16.7921,64.3628
India,06-Nov-96,10-Nov-96,5,2500,140000,Tropical cyclone,2,21445.46,5.331335366,81.7657,17.0009
Somalia,06-Nov-96,10-Nov-96,5,0,2000,Heavy rain,1,64924.17,5.511376411,45.5183,3.55799
Sudan,22-Oct-96,26-Oct-96,5,102,8000,Heavy rain,1,69798.15,5.542813916,28.8983,7.04878
India,21-Oct-96,25-Oct-96,5,326,100000,Heavy rain,1,177527.02,5.948234467,78.7288,15.0341
Indonesia,20-Oct-96,22-Oct-96,3,13,5000,Heavy rain,1,11936.75,4.554007353,110.139,-7.33507
USA,19-Oct-96,23-Oct-96,5,5,700,Heavy rain,2,67013.98,5.826165412,-72.2832,42.3331
Honduras,14-Oct-96,18-Oct-96,5,11,10500,Heavy rain,1,272817.98,6.134842993,-83.7888,11.8569
Mexico,06-Oct-96,10-Oct-96,5,0,9000,Heavy rain,1,366782.14,6.263378184,-101.877,25.8792
Thailand,03-Oct-96,28-Oct-96,26,60,0,Monsoonal rain,1,116474.44,6.481203979,100.456,14.0414
Vietnam,01-Oct-96,13-Nov-96,44,162,200000,Heavy rain,1,22610.8,5.997768605,105.275,10.2001
Bosnia-Herzegovina,20-Sep-96,24-Sep-96,5,1,0,Heavy rain,2,24391.06,5.387230675,17.0015,44.4291
China,20-Sep-96,01-Oct-96,12,38,0,Tropical cyclone,1,36474.36,5.641168926,109.807,19.4326
USA,18-Sep-96,20-Sep-96,3,0,0,Torrential rain,1,5542.29,4.220810501,-100.889,36.0084
Canada,15-Sep-96,18-Sep-96,4,0,0,Tropical cyclone,2,47106.25,5.576168520,-62.9104,45.2409
Mexico,13-Sep-96,14-Sep-96,2,1,300,Tropical cyclone,1,9305.78,4.269782777,-110.047,23.595
Cambodia,27-Sep-96,04-Oct-96,8,46,1000,Monsoonal rain,1,232589.88,6.269680802,105.076,13.9861
Puerto Rico,11-Sep-96,19-Sep-96,9,24,10000,Tropical cyclone,1,11196.99,5.003343800,-66.4234,18.2334
Sudan,10-Sep-96,15-Sep-96,6,0,800,Heavy rain,1,10691.5,4.807189891,32.5514,15.6171
Nepal,06-Sep-96,13-Sep-96,8,20,1000,Heavy rain,1,7996.37,4.805982868,85.4779,27.9198
USA,05-Sep-96,13-Sep-96,9,34,4000,Tropical cyclone,1,293737.99,6.422202628,-78.5415,37.0785
Pakistan,02-Sep-96,07-Sep-96,6,119,100000,Heavy rain,2,202950.18,6.386570687,72.4557,30.8497
Sudan,02-Sep-96,06-Sep-96,5,17,4000,Heavy rain,1,107541.26,5.730545125,33.0459,16.3551
North Korea,25-Jul-96,30-Aug-96,37,205,535000,Heavy rain,1,100943.59,6.572280470,127.46,39.0121
Bangladesh,26-Aug-96,07-Sep-96,13,20,100000,Heavy rain,1,26913.05,5.543906271,90.2861,25.3736
Vietnam,18-Aug-96,25-Aug-96,8,55,90000,Monsoonal rain,2,84499.81,6.130975715,104.581,21.7574
Ethiopia,12-Aug-96,30-Aug-96,19,0,30000,Heavy rain,2,468886.77,7.250851576,38.95,11.558
Mongolia,09-Aug-96,11-Aug-96,3,6,0,Heavy rain,1,4369.66,4.117568901,106.98,47.942
Spain,07-Aug-96,09-Aug-96,3,85,800,Heavy rain,1,3515.87,4.023154063,-0.039184,42.5324
Turkey,07-Aug-96,11-Aug-96,5,2,180,Heavy rain,1,2205.05,4.042388446,29.0754,41.0859
China,06-Aug-96,10-Aug-96,5,266,100000,Heavy rain,2,138167.33,6.140405365,118.021,25.6245
Russia,01-Aug-96,25-Aug-96,25,4,14000,Heavy rain,1,524911.5,7.118026096,136.205,48.4439
Philippines,22-Jul-96,03-Aug-96,13,89,40000,Heavy rain,1,23203.29,5.479492920,120.781,15.2776
China,19-Jul-96,25-Jul-96,7,0,0,Heavy rain,1,17021.75,5.076102248,111.032,23.3441
Nepal,20-Jul-96,23-Jul-96,4,61,72,Monsoonal rain,1,3253.22,4.114373425,86.0093,27.8829
Bangladesh,19-Jul-96,02-Aug-96,15,50,2300000,Monsoonal rain,1,69103.34,6.015590298,89.9688,23.0267
Canada,19-Jul-96,22-Jul-96,4,10,12000,Heavy rain,1,52912.34,5.325616960,-69.5894,49.6542
USA,18-Jul-96,21-Jul-96,4,2,115,Heavy rain,2,53521.56,5.631618750,-79.2426,40.99
Thailand,18-Jul-96,21-Aug-96,35,29,343386,Tropical cyclone,1,314300.03,7.041412467,101.482,17.5507
India,17-Jul-96,10-Aug-96,25,74,4000000,Heavy rain,1,171939.46,6.633315567,85.6883,24.7685
Liberia,15-Jul-96,18-Jul-96,4,0,0,Torrential rain,1,18255.11,4.863444446,-10.3271,6.61336
India,10-Jul-96,24-Jul-96,15,82,3000000,Monsoonal rain,1,128966.83,6.286569284,92.3599,27.4105
Iran,12-Jul-96,16-Jul-96,5,25,0,Heavy rain,1,101579.27,5.705775092,46.4851,37.9198
Indonesia,05-Jul-96,10-Jul-96,6,0,18000,Heavy rain,1,10102.81,4.782593436,95.7105,5.15947
Venezuela,01-Jul-96,20-Jul-96,20,0,15000,Heavy rain,2,179130.94,6.855230596,-65.5304,3.41039
Russia,03-Jul-96,07-Jul-96,5,0,220000,Heavy rain,1,614642.51,6.487592598,108.345,58.4808
China,30-Jun-96,08-Jul-96,9,43,271200,Heavy rain,2,236745.24,6.629553761,118.323,30.8939
Bangladesh,27-Jun-96,09-Jul-96,13,6,72000,Monsoonal rain,1,59266.77,5.886754611,90.1016,25.2408
USA,10-Jun-96,30-Jun-96,21,0,0,Heavy rain,1,18336.02,5.585524369,-77.5231,39.6615
India,10-Jun-96,30-Jun-96,21,63,20000,Monsoonal rain,1,328726.92,6.839054565,73.762,26.5766
Italy,19-Jun-96,23-Jun-96,5,17,300,Heavy rain,1,66764.81,5.523517622,10.8096,44.2003
China,13-Jun-96,25-Jun-96,13,340,37770,Heavy rain,2,233546.84,6.783347343,111.292,25.1596
China,30-May-96,02-Jun-96,4,0,22800,Heavy rain,1,150091.92,5.778417305,115.873,27.3146
Somalia,13-Jun-96,14-Jun-96,2,3,400,Heavy rain,1,4532.73,3.957389846,45.201,4.53955
Ethiopia,29-May-96,10-Jun-96,13,40,50000,Heavy rain,1,355425.81,6.664692314,41.9351,9.4547
Indonesia,16-May-96,20-May-96,5,4,0,Heavy rain,1,868.65,3.637814828,106.781,-6.60443
Yemen,14-May-96,18-May-96,5,7,5000,Heavy rain,1,19293.18,4.984373821,44.0349,13.6097
USA,13-May-96,20-May-96,8,3,2500,Heavy rain,1,394867.84,6.499541751,-88.025,39.1375
Czech Republic,10-May-96,14-May-96,5,1,60,Heavy rain,2,9855.57,4.993681747,17.7986,49.8018
Australia,02-May-96,09-May-96,8,4,120,Heavy rain,2,330397.97,6.723157353,149.128,-27.195
Algeria,23-Apr-96,30-Apr-96,8,5,0,Heavy rain,1,101896.52,5.911249339,6.9867,35.0342
Brazil,23-Apr-96,30-Apr-96,8,53,3000,Heavy rain,1,18676.74,5.174391060,-35.4933,-8.16902
Afghanistan,09-Apr-96,23-Apr-96,15,115,120000,Heavy rain,1,226989.81,6.532097620,63.6512,33.5139
Kenya,08-Apr-96,11-Apr-96,4,0,1000,Heavy rain,1,12428.48,4.696478009,34.6474,-0.478939
Ukraine,10-Apr-96,22-Apr-96,13,0,10000,Snowmelt,1,592492.67,6.886626334,31.223,49.6247
Indonesia,27-Mar-96,31-Mar-96,5,20,506,Heavy rain,1,67734.3,5.529778651,104.478,-4.33874
Iran,28-Mar-96,01-Apr-96,5,22,0,Heavy rain,1,121599.11,5.783900401,48.0866,32.5397
Indonesia,01-Mar-96,03-Mar-96,3,0,18584,Heavy rain,1,15779.11,4.675203758,109.6,-7.25388
Mozambique,13-Feb-96,29-Feb-96,17,11,200000,Tropical cyclone,1,264690.08,6.653186587,33.4186,-23.6894
Brazil,13-Feb-96,15-Feb-96,3,87,10000,Heavy rain,2,142941.34,5.933309099,-45.6231,-23.0627
South Africa,09-Feb-96,19-Feb-96,11,66,3000,Heavy rain,2,582349.43,7.107606336,27.664,-27.7513
USA,07-Feb-96,13-Feb-96,7,7,24900,Heavy rain,1,482618.13,6.528701673,-120.002,45.5728
Indonesia,09-Feb-96,13-Feb-96,5,20,30000,Heavy rain,2,1191.77,4.076192449,106.829,-6.22899
Costa Rica,07-Feb-96,14-Feb-96,8,9,100000,Heavy rain,1,7452.35,4.775383230,-83.4622,9.98513
South Africa,06-Feb-96,10-Feb-96,5,1,100,Heavy rain,1,5035.95,4.401051414,30.6825,-23.242
Mozambique,27-Jan-96,29-Jan-96,3,0,0,Heavy rain,1,12621.22,4.578222592,33.3707,-24.9044
France,27-Jan-96,30-Jan-96,4,4,600,Heavy rain,1,2139.96,3.932465647,3.39445,43.4429
South Africa,24-Jan-96,27-Jan-96,4,4,1200,Heavy rain,1,91482.85,5.563399677,29.5164,-28.076
Morocco,21-Jan-96,01-Feb-96,12,23,2400,Heavy rain,1,280206.59,6.526659591,-6.02507,32.8745
Canada,19-Jan-96,25-Jan-96,7,0,12000,Ice Jams,1,1270.17,3.948959891,-73.8312,45.3505
Zimbabwe,16-Jan-96,22-Jan-96,7,0,0,Heavy rain,2,18896.39,5.422506879,28.6842,-18.0362
USA,15-Jan-96,21-Jan-96,7,35,200000,Snowmelt,1,136058.51,5.978823751,-79.1319,41.359
Panama,14-Jan-96,16-Jan-96,3,6,0,Heavy rain,1,31005.41,4.968558733,-80.1678,8.80064
Mozambique,12-Jan-96,15-Jan-96,4,0,5000,Heavy rain,1,9872.23,4.596475256,32.4472,-26.0746
Philippines,06-Jan-96,12-Jan-96,7,0,2000,Heavy rain,1,4871.58,4.532767879,126.103,8.70101
Indonesia,06-Jan-96,09-Jan-96,4,10,28000,Heavy rain,1,1173.87,3.671679995,106.847,-6.25757
Brazil,25-Dec-95,08-Jan-96,15,100,30000,Heavy rain,1,1407835.69,7.324643230,-46.9398,-21.6968
Romania,28-Dec-95,07-Jan-96,11,2,19000,Heavy rain,2,186990.55,6.614242340,24.0126,45.1007
South Africa,24-Dec-95,27-Dec-95,4,18,6000,Heavy rain,1,26828.55,5.030657192,31.0618,-28.7374
Philippines,24-Dec-95,27-Dec-95,4,18,6000,Heavy rain,1,19778.42,4.898251586,121.925,17.5345
United Arab Emerates,19-Dec-95,02-Jan-96,15,0,4000,Heavy rain,1,2987.04,4.651332297,56.1541,25.1783
Philippines,10-Dec-95,16-Dec-95,7,12,9000,Torrential rain,1,6966.61,4.688119539,125.619,7.20654
Canada,29-Nov-95,07-Dec-95,9,0,0,Rain and snowmelt,2,31440.12,5.752756700,-118.244,49.8461
USA,28-Nov-95,10-Dec-95,13,2,15000,Rain and snowmelt,2,111709.95,6.463065205,-122.706,46.5287
Bangladesh,10-Nov-95,13-Nov-95,4,45,0,Tropical cyclone,1,20679.76,4.917605486,90.3001,22.4166
Somalia,04-Nov-95,07-Nov-95,4,20,300,Heavy rain,1,6308.13,4.401960626,45.3359,2.21007
Turkey,04-Nov-95,08-Nov-95,5,62,4800,Heavy rain,2,14859.86,5.172014718,27.1193,38.652
Saudi Arabia,04-Nov-95,05-Nov-95,2,5,0,Heavy rain,2,34495.3,5.139819918,40.1454,21.1239
Philippines,28-Oct-95,05-Nov-95,9,765,766000,Tropical cyclone,1,209708.23,6.275857984,122.518,13.2727
India,20-Oct-95,23-Oct-95,4,94,12000,Tropical cyclone,1,262803.2,6.021690640,80.612,16.4132
Azerbaijan,13-Oct-95,12-Nov-95,31,5,5200,Heavy rain,1,14035.86,5.638600722,48.7981,41.0301
USA,13-Oct-95,28-Oct-95,16,0,600,Heavy rain,1,34849.1,5.746311549,-80.9927,26.6361
Mexico,12-Oct-95,19-Oct-95,8,17,70000,Tropical cyclone,1,224975.12,6.255224479,-90.4142,18.147
Panama,10-Oct-95,20-Oct-95,11,1,500,Heavy rain,1,13740,5.179379418,-80.49,8.26752
Costa Rica,06-Oct-95,09-Nov-95,35,0,22500,Tropical cyclone,2,11552.43,5.907771386,-85.3273,10.4102
Benin,10-Oct-95,09-Nov-95,31,0,57500,Heavy rain,1,18117.44,5.749458526,2.10776,7.43332
Sri Lanka,09-Oct-95,12-Oct-95,4,6,1000,Heavy rain,1,5264.98,4.323456717,80.5114,6.83476
Philippines,09-Oct-95,26-Oct-95,18,100,450000,Tropical cyclone,1,7275.47,5.117133559,120.606,15.2507
Vietnam,08-Oct-95,15-Nov-95,39,253,212000,Tropical cyclone,1,26965.87,6.021879044,106.601,17.3711
USA,04-Oct-95,08-Oct-95,5,19,100000,Tropical cyclone,2,203495.71,6.308555258,-84.3681,30.6405
Nicaragua,01-Oct-95,19-Oct-95,19,38,22000,Heavy rain,1,10840.97,5.313821744,-86.6886,12.1417
Mexico,30-Sep-95,02-Oct-95,3,10,100000,Tropical cyclone,1,196526.71,5.770542839,-90.4962,18.9399
Cuba,29-Sep-95,30-Sep-95,2,0,4000,Tropical cyclone,1,11847.67,4.374662945,-83.7471,22.388
Philippines,30-Sep-95,03-Oct-95,4,150,176000,Tropical cyclone,1,189621.17,5.879946813,122.697,12.779
Bangladesh,29-Sep-95,16-Oct-95,18,400,5300000,Monsoonal rain,1,61580.93,6.044718748,90.2429,25.1334
El Salvador,27-Sep-95,12-Oct-95,16,8,10000,Heavy rain,1,18228.56,5.464872345,-88.8253,13.7105
India,26-Sep-95,02-Oct-95,7,144,510000,Monsoonal rain,1,308073.2,6.333751960,87.3749,22.4615
Myanmar,26-Sep-95,10-Oct-95,15,50,20000,Heavy rain,1,164736.49,6.392881067,95.2679,20.86
Senegal,24-Sep-95,08-Oct-95,15,0,0,Heavy rain,1,47808.22,5.855593833,-15.0548,15.8268
Mauritania,24-Sep-95,01-Oct-95,8,0,95000,Heavy rain,1,144865.22,6.064054117,-14.5482,18.5395
Chad,24-Sep-95,24-Oct-95,31,1,0,Heavy rain,1,517354.51,7.205149933,18.0044,12.9016
Japan,23-Sep-95,24-Sep-95,2,3,3800,Tropical cyclone,1,90343.29,5.256925898,134.158,33.3124
Algeria,22-Sep-95,24-Sep-95,3,5,0,Torrential rain,1,62914.74,5.275873661,6.58158,35.3388
Vietnam,21-Sep-95,19-Oct-95,29,153,920000,Heavy rain,1,122975.43,6.552216348,108,14.0455
Togo,21-Sep-95,28-Sep-95,8,19,30000,Heavy rain,1,102566.52,5.914095607,1.13979,6.77348
Albania,21-Sep-95,24-Sep-95,4,4,0,Heavy rain,1,17072.03,4.834345157,19.9654,41.6303
USA,18-Sep-95,16-Oct-95,29,0,300,Heavy rain,2,50389.55,6.465768474,-149.768,60.8522
Malaysia,17-Sep-95,22-Sep-95,6,0,5120,Heavy rain,1,1275.56,3.883852142,100.367,5.34767
Laos,18-Sep-95,25-Sep-95,8,0,40000,Monsoonal rain,1,72535.75,5.763642093,105.709,16.5417
Cambodia,18-Sep-95,02-Oct-95,15,0,1348,Monsoonal rain,1,52119.24,5.893089333,106.544,13.2244
Mexico,14-Sep-95,22-Sep-95,9,50,25000,Tropical cyclone,1,168617.63,6.181145490,-111.414,29.2882
Japan,15-Sep-95,18-Sep-95,4,3,500,Tropical cyclone,2,16375.35,5.117280578,139.905,35.2121
Honduras,09-Sep-95,12-Sep-95,4,30,6000,Heavy rain,1,9441.71,4.577110648,-87.7141,15.3937
Martinique,05-Sep-95,18-Sep-95,14,20,24000,Tropical cyclone,1,51662.9,5.859306817,-61.3214,15.3651
India,05-Sep-95,08-Sep-95,4,35,0,Monsoonal rain,1,6520.57,4.416345553,88.4616,27.5887
Morocco,03-Sep-95,06-Sep-95,4,43,228,Heavy rain,1,99919.02,5.601708157,-4.60431,34.3542
India,01-Sep-95,20-Sep-95,20,600,2000000,Monsoonal rain,1,762936.89,7.183518610,76.8263,28.2424
Philippines,04-Sep-95,15-Sep-95,12,180,50000,Heavy rain,1,14893.78,5.252186181,120.745,22.8088
Philippines,29-Aug-95,06-Sep-95,9,3,45000,Monsoonal rain,1,23531.04,5.325883632,120.687,15.4632
USA,26-Aug-95,29-Aug-95,4,8,300,Heavy rain,1,176800.72,5.849544021,-79.4656,33.6351
Caribbean,26-Aug-95,28-Aug-95,3,3,0,Tropical cyclone,1,8338.57,4.398212834,-60.8749,14.2621
Albania,19-Aug-95,26-Aug-95,8,5,0,Heavy rain,1,11109.46,4.948782937,19.9858,41.8101
South Korea,24-Aug-95,27-Aug-95,4,53,16000,Extra-tropical cyclone,1,33972.01,5.133181235,127.674,37.0506
Morocco,17-Aug-95,18-Aug-95,2,166,210,Heavy rain,2,132475.8,5.724196542,-7.83179,30.2769
Bangladesh,16-Aug-95,23-Aug-95,8,26,1000000,Monsoonal rain,1,42133.44,5.527716906,89.9406,24.8678
Ethiopia,11-Aug-95,18-Aug-95,8,44,2000,Heavy rain,1,195893.72,6.195110501,39.9431,10.577
Nigeria,07-Aug-95,10-Aug-95,4,30,0,Heavy rain,1,19768.44,4.898032390,8.96747,10.0459
USA,07-Aug-95,18-Aug-95,12,4,1000,Heavy rain,1,118253.11,6.151993817,-82.5624,39.461
Guatemala,04-Aug-95,23-Aug-95,20,17,7100,Heavy rain,1,158687.9,6.501573809,-91.4849,15.8962
China,25-Jul-95,28-Aug-95,35,123,3000000,Heavy rain,2,325414.55,7.357535007,125.154,42.5413
Thailand,01-Aug-95,09-Nov-95,101,260,4220000,Heavy rain,2,444498.32,7.953221493,101.558,14.9639
North Korea,01-Aug-95,08-Sep-95,39,68,500000,Heavy rain,2,120709.21,6.973835010,128.595,40.3499
Philippines,29-Jul-95,31-Jul-95,3,0,20000,Tropical cyclone,1,9189.85,4.440429677,120.64,15.2263
Pakistan,19-Jul-95,10-Aug-95,23,600,600000,Monsoonal rain,1,672265.35,7.189268563,68.5019,29.8869
Bangladesh,04-Jul-95,22-Jul-95,19,250,15000000,Monsoonal rain,1,15621.62,5.472479670,88.9998,25.7626
Ghana,05-Jul-95,07-Jul-95,3,22,55000,Heavy rain,2,120779.51,5.860144514,-1.06662,6.4376
Canada,05-Jul-95,12-Jul-95,8,0,5000,Heavy rain,1,184528.76,6.169154050,-112.773,52.8501
China,05-Jul-95,19-Jul-95,15,65,25000,Heavy rain,2,231371.29,6.841430723,108.209,30.1801
Togo,03-Jul-95,05-Jul-95,3,3,150000,Torrential rain,1,3634.99,4.037624475,1.29451,6.28328
Georgia,01-Jul-95,11-Jul-95,11,5,0,Heavy rain,1,8421.62,4.966788326,41.4993,42.9785
Ukraine,29-Jun-95,11-Jul-95,13,0,0,Heavy rain,1,5183.65,4.828579023,36.2744,49.9115
Cuba,21-Jun-95,23-Jun-95,3,3,5000,Heavy rain,1,56146.8,5.226446264,-81.5247,22.3839
India,20-Jun-95,23-Jun-95,4,17,1000000,Monsoonal rain,1,102906.11,5.614501153,92.8902,26.0363
Nepal,19-Jun-95,25-Jul-95,37,139,10000,Monsoonal rain,1,71916.18,6.425028335,85.8796,27.6214
Bangladesh,16-Jun-95,23-Jun-95,8,105,2000000,Monsoonal rain,1,68353.34,5.737849728,90.2429,25.1211
Azerbaijan,15-Jun-95,25-Jun-95,11,0,1500000,Heavy rain,1,80964.31,5.949686304,47.6973,40.1555
India,02-Jun-95,03-Jun-95,2,40,3200,Heavy rain,1,20147.72,4.605255902,92.8575,23.2582
Norway,01-Jun-95,14-Jun-95,14,1,4000,Rain and snowmelt,2,162737.01,6.658644364,9.00832,60.746
Germany,01-Jun-95,05-Jun-95,5,4,0,Heavy rain,1,57984.4,5.462281172,10.7405,48.1302
Iran,31-May-95,03-Jun-95,4,10,200,Torrential rain,1,29482,5.071616933,51.6601,35.5798
